A,H,Transmitted,Absorbed,Reflected
0.01,6.99,0.005,0.067,0.928
0.01,7.0,0.004,0.081,0.915
0.01,7.01,0.006,0.059,0.935
0.01,7.02,0.004,0.076,0.92
0.01,7.03,0.007,0.064,0.929
0.01,7.04,0.007,0.071,0.922
0.01,7.05,0.003,0.065,0.932
0.01,7.06,0.007,0.055,0.938
0.01,7.07,0.007,0.065,0.928
0.01,7.08,0.007,0.068,0.925
0.01,7.09,0.003,0.068,0.929
0.01,7.1,0.004,0.073,0.923
0.01,7.11,0.004,0.067,0.929
0.01,7.12,0.009,0.071,0.92
0.01,7.13,0.006,0.076,0.918
0.01,7.14,0.006,0.058,0.936
0.01,7.15,0.006,0.101,0.893
0.01,7.16,0.004,0.062,0.934
0.01,7.17,0.003,0.071,0.926
0.01,7.18,0.005,0.08,0.915
0.01,7.19,0.001,0.083,0.916
0.01,7.2,0.008,0.057,0.935
0.01,7.21,0.004,0.062,0.934
0.01,7.22,0.006,0.072,0.922
0.01,7.23,0.006,0.065,0.929
0.01,7.24,0.008,0.071,0.921
0.01,7.25,0.005,0.08,0.915
0.01,7.26,0.004,0.067,0.929
0.01,7.27,0.006,0.072,0.922
0.01,7.28,0.004,0.086,0.91
0.01,7.29,0.007,0.072,0.921
0.01,7.3,0.004,0.071,0.925
0.01,7.31,0.005,0.082,0.913
0.01,7.32,0.009,0.074,0.917
0.01,7.33,0.007,0.075,0.918
0.01,7.34,0.006,0.069,0.925
0.01,7.35,0.01,0.079,0.911
0.01,7.36,0.003,0.08,0.917
0.01,7.37,0.003,0.065,0.932
0.01,7.38,0.006,0.077,0.917
0.01,7.39,0.004,0.076,0.92
0.01,7.4,0.002,0.058,0.94
0.01,7.41,0.01,0.059,0.931
0.01,7.42,0.003,0.085,0.912
0.01,7.43,0.006,0.074,0.92
0.01,7.44,0.007,0.068,0.925
0.01,7.45,0.004,0.079,0.917
0.01,7.46,0.003,0.06,0.937
0.01,7.47,0.007,0.052,0.941
0.01,7.48,0.001,0.068,0.931
0.01,7.49,0.005,0.076,0.919
0.01,7.5,0.003,0.077,0.92
0.01,7.51,0.0,0.081,0.919
0.01,7.52,0.007,0.069,0.924
0.01,7.53,0.006,0.069,0.925
0.01,7.54,0.002,0.069,0.929
0.01,7.55,0.003,0.075,0.922
0.01,7.56,0.003,0.077,0.92
0.01,7.57,0.005,0.066,0.929
0.01,7.58,0.003,0.08,0.917
0.01,7.59,0.006,0.068,0.926
0.01,7.6,0.003,0.061,0.936
0.01,7.61,0.006,0.072,0.922
0.01,7.62,0.006,0.069,0.925
0.01,7.63,0.003,0.075,0.922
0.01,7.64,0.004,0.076,0.92
0.01,7.65,0.004,0.075,0.921
0.01,7.66,0.006,0.071,0.923
0.01,7.67,0.004,0.066,0.93
0.01,7.68,0.004,0.074,0.922
0.01,7.69,0.007,0.076,0.917
0.01,7.7,0.003,0.064,0.933
0.01,7.71,0.009,0.069,0.922
0.01,7.72,0.007,0.068,0.925
0.01,7.73,0.006,0.084,0.91
0.01,7.74,0.003,0.07,0.927
0.01,7.75,0.008,0.067,0.925
0.01,7.76,0.002,0.069,0.929
0.01,7.77,0.005,0.058,0.937
0.01,7.78,0.002,0.08,0.918
0.01,7.79,0.004,0.059,0.937
0.01,7.8,0.003,0.072,0.925
0.01,7.81,0.002,0.059,0.939
0.01,7.82,0.007,0.079,0.914
0.01,7.83,0.004,0.079,0.917
0.01,7.84,0.003,0.071,0.926
0.01,7.85,0.003,0.066,0.931
0.01,7.86,0.007,0.072,0.921
0.01,7.87,0.006,0.067,0.927
0.01,7.88,0.003,0.062,0.935
0.01,7.89,0.005,0.068,0.927
0.01,7.9,0.002,0.076,0.922
0.01,7.91,0.008,0.062,0.93
0.01,7.92,0.002,0.07,0.928
0.01,7.93,0.003,0.055,0.942
0.01,7.94,0.002,0.074,0.924
0.01,7.95,0.002,0.065,0.933
0.01,7.96,0.002,0.055,0.943
0.01,7.97,0.001,0.06,0.939
0.01,7.98,0.003,0.064,0.933
0.01,7.99,0.005,0.07,0.925
0.01,8.0,0.001,0.076,0.923
0.01,8.01,0.001,0.079,0.92
0.01,8.02,0.003,0.08,0.917
0.01,8.03,0.008,0.071,0.921
0.01,8.04,0.004,0.073,0.923
0.01,8.05,0.003,0.089,0.908
0.01,8.06,0.004,0.06,0.936
0.01,8.07,0.008,0.066,0.926
0.01,8.08,0.002,0.07,0.928
0.01,8.09,0.001,0.066,0.933
0.01,8.1,0.004,0.072,0.924
0.01,8.11,0.003,0.095,0.902
0.01,8.12,0.003,0.085,0.912
0.01,8.13,0.003,0.085,0.912
0.01,8.14,0.003,0.076,0.921
0.01,8.15,0.005,0.073,0.922
0.01,8.16,0.003,0.069,0.928
0.01,8.17,0.005,0.088,0.907
0.01,8.18,0.004,0.079,0.917
0.01,8.19,0.004,0.081,0.915
0.01,8.2,0.004,0.053,0.943
0.01,8.21,0.003,0.076,0.921
0.01,8.22,0.002,0.07,0.928
0.01,8.23,0.004,0.066,0.93
0.01,8.24,0.003,0.081,0.916
0.01,8.25,0.004,0.06,0.936
0.01,8.26,0.005,0.063,0.932
0.01,8.27,0.004,0.069,0.927
0.01,8.28,0.003,0.07,0.927
0.01,8.29,0.003,0.083,0.914
0.01,8.3,0.0,0.075,0.925
0.01,8.31,0.004,0.069,0.927
0.01,8.32,0.002,0.062,0.936
0.01,8.33,0.005,0.081,0.914
0.01,8.34,0.007,0.067,0.926
0.01,8.35,0.003,0.055,0.942
0.01,8.36,0.005,0.071,0.924
0.01,8.37,0.003,0.062,0.935
0.01,8.38,0.005,0.072,0.923
0.01,8.39,0.003,0.074,0.923
0.01,8.4,0.003,0.061,0.936
0.01,8.41,0.004,0.081,0.915
0.01,8.42,0.003,0.077,0.92
0.01,8.43,0.003,0.076,0.921
0.01,8.44,0.008,0.067,0.925
0.01,8.45,0.006,0.073,0.921
0.01,8.46,0.003,0.065,0.932
0.01,8.47,0.0,0.073,0.927
0.01,8.48,0.001,0.075,0.924
0.01,8.49,0.003,0.077,0.92
0.01,8.5,0.005,0.059,0.936
0.01,8.51,0.003,0.062,0.935
0.01,8.52,0.005,0.058,0.937
0.01,8.53,0.006,0.076,0.918
0.01,8.54,0.0,0.068,0.932
0.01,8.55,0.006,0.076,0.918
0.01,8.56,0.001,0.078,0.921
0.01,8.57,0.003,0.06,0.937
0.01,8.58,0.004,0.073,0.923
0.01,8.59,0.005,0.077,0.918
0.01,8.6,0.0,0.066,0.934
0.01,8.61,0.004,0.086,0.91
0.01,8.62,0.003,0.072,0.925
0.01,8.63,0.001,0.061,0.938
0.01,8.64,0.003,0.073,0.924
0.01,8.65,0.003,0.081,0.916
0.01,8.66,0.006,0.073,0.921
0.01,8.67,0.001,0.074,0.925
0.01,8.68,0.003,0.064,0.933
0.01,8.69,0.002,0.058,0.94
0.01,8.7,0.002,0.075,0.923
0.01,8.71,0.005,0.06,0.935
0.01,8.72,0.003,0.068,0.929
0.01,8.73,0.001,0.066,0.933
0.01,8.74,0.003,0.067,0.93
0.01,8.75,0.003,0.06,0.937
0.01,8.76,0.002,0.066,0.932
0.01,8.77,0.003,0.081,0.916
0.01,8.78,0.003,0.077,0.92
0.01,8.79,0.006,0.075,0.919
0.01,8.8,0.001,0.065,0.934
0.01,8.81,0.003,0.075,0.922
0.01,8.82,0.003,0.082,0.915
0.01,8.83,0.001,0.078,0.921
0.01,8.84,0.005,0.073,0.922
0.01,8.85,0.003,0.084,0.913
0.01,8.86,0.005,0.065,0.93
0.01,8.87,0.0,0.081,0.919
0.01,8.88,0.003,0.067,0.93
0.01,8.89,0.002,0.071,0.927
0.01,8.9,0.0,0.081,0.919
0.01,8.91,0.001,0.069,0.93
0.01,8.92,0.007,0.085,0.908
0.01,8.93,0.001,0.064,0.935
0.01,8.94,0.002,0.068,0.93
0.01,8.95,0.001,0.079,0.92
0.01,8.96,0.002,0.073,0.925
0.01,8.97,0.005,0.078,0.917
0.01,8.98,0.002,0.066,0.932
0.01,8.99,0.0,0.072,0.928
0.01,9.0,0.005,0.058,0.937
0.01,9.01,0.001,0.064,0.935
0.01,9.02,0.001,0.094,0.905
0.01,9.03,0.001,0.067,0.932
0.01,9.04,0.001,0.084,0.915
0.01,9.05,0.004,0.087,0.909
0.01,9.06,0.004,0.06,0.936
0.01,9.07,0.002,0.073,0.925
0.01,9.08,0.004,0.086,0.91
0.01,9.09,0.002,0.058,0.94
0.01,9.1,0.002,0.056,0.942
0.01,9.11,0.006,0.08,0.914
0.01,9.12,0.005,0.084,0.911
0.01,9.13,0.003,0.067,0.93
0.01,9.14,0.001,0.074,0.925
0.01,9.15,0.005,0.074,0.921
0.01,9.16,0.004,0.089,0.907
0.01,9.17,0.004,0.076,0.92
0.01,9.18,0.002,0.086,0.912
0.01,9.19,0.002,0.07,0.928
0.01,9.2,0.002,0.068,0.93
0.01,9.21,0.002,0.087,0.911
0.01,9.22,0.003,0.065,0.932
0.01,9.23,0.004,0.079,0.917
0.01,9.24,0.0,0.08,0.92
0.01,9.25,0.002,0.072,0.926
0.01,9.26,0.001,0.07,0.929
0.01,9.27,0.001,0.076,0.923
0.01,9.28,0.002,0.059,0.939
0.01,9.29,0.003,0.075,0.922
0.01,9.3,0.0,0.077,0.923
0.01,9.31,0.003,0.074,0.923
0.01,9.32,0.002,0.062,0.936
0.01,9.33,0.0,0.077,0.923
0.01,9.34,0.0,0.08,0.92
0.01,9.35,0.004,0.06,0.936
0.01,9.36,0.001,0.06,0.939
0.01,9.37,0.003,0.076,0.921
0.01,9.38,0.002,0.077,0.921
0.01,9.39,0.005,0.084,0.911
0.01,9.4,0.002,0.069,0.929
0.01,9.41,0.001,0.073,0.926
0.01,9.42,0.0,0.062,0.938
0.01,9.43,0.001,0.086,0.913
0.01,9.44,0.001,0.074,0.925
0.01,9.45,0.008,0.067,0.925
0.01,9.46,0.003,0.066,0.931
0.01,9.47,0.001,0.08,0.919
0.01,9.48,0.002,0.085,0.913
0.01,9.49,0.005,0.075,0.92
0.01,9.5,0.006,0.073,0.921
0.01,9.51,0.003,0.067,0.93
0.01,9.52,0.005,0.071,0.924
0.01,9.53,0.001,0.078,0.921
0.01,9.54,0.001,0.076,0.923
0.01,9.55,0.002,0.067,0.931
0.01,9.56,0.004,0.079,0.917
0.01,9.57,0.003,0.092,0.905
0.01,9.58,0.005,0.079,0.916
0.01,9.59,0.0,0.076,0.924
0.01,9.6,0.004,0.073,0.923
0.01,9.61,0.001,0.076,0.923
0.01,9.62,0.0,0.076,0.924
0.01,9.63,0.001,0.068,0.931
0.01,9.64,0.003,0.083,0.914
0.01,9.65,0.002,0.071,0.927
0.01,9.66,0.0,0.074,0.926
0.01,9.67,0.001,0.069,0.93
0.01,9.68,0.003,0.058,0.939
0.01,9.69,0.003,0.081,0.916
0.01,9.7,0.001,0.07,0.929
0.01,9.71,0.0,0.079,0.921
0.01,9.72,0.002,0.076,0.922
0.01,9.73,0.001,0.074,0.925
0.01,9.74,0.002,0.078,0.92
0.01,9.75,0.002,0.068,0.93
0.01,9.76,0.002,0.057,0.941
0.01,9.77,0.0,0.083,0.917
0.01,9.78,0.002,0.075,0.923
0.01,9.79,0.002,0.076,0.922
0.01,9.8,0.002,0.082,0.916
0.01,9.81,0.003,0.064,0.933
0.01,9.82,0.001,0.071,0.928
0.01,9.83,0.001,0.073,0.926
0.01,9.84,0.0,0.081,0.919
0.01,9.85,0.002,0.066,0.932
0.01,9.86,0.0,0.052,0.948
0.01,9.87,0.001,0.074,0.925
0.01,9.88,0.003,0.085,0.912
0.01,9.89,0.001,0.071,0.928
0.01,9.9,0.001,0.08,0.919
0.01,9.91,0.003,0.076,0.921
0.01,9.92,0.003,0.07,0.927
0.01,9.93,0.001,0.073,0.926
0.01,9.94,0.001,0.081,0.918
0.01,9.95,0.0,0.065,0.935
0.01,9.96,0.002,0.074,0.924
0.01,9.97,0.004,0.075,0.921
0.01,9.98,0.005,0.07,0.925
0.01,9.99,0.001,0.067,0.932
0.01,10.0,0.0,0.056,0.944
0.02,0.01,0.953,0.0,0.047
0.02,0.02,0.919,0.0,0.081
0.02,0.03,0.864,0.001,0.135
0.02,0.04,0.82,0.001,0.179
0.02,0.05,0.804,0.002,0.194
0.02,0.06,0.788,0.001,0.211
0.02,0.07,0.701,0.002,0.297
0.02,0.08,0.737,0.0,0.263
0.02,0.09,0.692,0.0,0.308
0.02,0.1,0.647,0.008,0.345
0.02,0.11,0.653,0.004,0.343
0.02,0.12,0.613,0.002,0.385
0.02,0.13,0.593,0.001,0.406
0.02,0.14,0.574,0.002,0.424
0.02,0.15,0.571,0.007,0.422
0.02,0.16,0.533,0.008,0.459
0.02,0.17,0.532,0.006,0.462
0.02,0.18,0.507,0.007,0.486
0.02,0.19,0.495,0.005,0.5
0.02,0.2,0.488,0.002,0.51
0.02,0.21,0.452,0.006,0.542
0.02,0.22,0.463,0.008,0.529
0.02,0.23,0.453,0.006,0.541
0.02,0.24,0.455,0.008,0.537
0.02,0.25,0.401,0.015,0.584
0.02,0.26,0.402,0.005,0.593
0.02,0.27,0.416,0.01,0.574
0.02,0.28,0.396,0.009,0.595
0.02,0.29,0.418,0.013,0.569
0.02,0.3,0.371,0.007,0.622
0.02,0.31,0.351,0.012,0.637
0.02,0.32,0.366,0.012,0.622
0.02,0.33,0.374,0.007,0.619
0.02,0.34,0.333,0.013,0.654
0.02,0.35,0.338,0.014,0.648
0.02,0.36,0.321,0.012,0.667
0.02,0.37,0.336,0.009,0.655
0.02,0.38,0.296,0.009,0.695
0.02,0.39,0.309,0.009,0.682
0.02,0.4,0.319,0.011,0.67
0.02,0.41,0.31,0.024,0.666
0.02,0.42,0.285,0.017,0.698
0.02,0.43,0.305,0.011,0.684
0.02,0.44,0.296,0.014,0.69
0.02,0.45,0.277,0.016,0.707
0.02,0.46,0.278,0.018,0.704
0.02,0.47,0.271,0.016,0.713
0.02,0.48,0.259,0.016,0.725
0.02,0.49,0.274,0.022,0.704
0.02,0.5,0.27,0.021,0.709
0.02,0.51,0.26,0.011,0.729
0.02,0.52,0.276,0.013,0.711
0.02,0.53,0.26,0.019,0.721
0.02,0.54,0.244,0.018,0.738
0.02,0.55,0.259,0.02,0.721
0.02,0.56,0.251,0.019,0.73
0.02,0.57,0.263,0.017,0.72
0.02,0.58,0.226,0.015,0.759
0.02,0.59,0.254,0.018,0.728
0.02,0.6,0.24,0.017,0.743
0.02,0.61,0.228,0.023,0.749
0.02,0.62,0.241,0.021,0.738
0.02,0.63,0.224,0.031,0.745
0.02,0.64,0.212,0.021,0.767
0.02,0.65,0.193,0.025,0.782
0.02,0.66,0.214,0.024,0.762
0.02,0.67,0.19,0.026,0.784
0.02,0.68,0.185,0.022,0.793
0.02,0.69,0.187,0.024,0.789
0.02,0.7,0.195,0.024,0.781
0.02,0.71,0.205,0.024,0.771
0.02,0.72,0.179,0.02,0.801
0.02,0.73,0.186,0.022,0.792
0.02,0.74,0.188,0.026,0.786
0.02,0.75,0.208,0.016,0.776
0.02,0.76,0.188,0.022,0.79
0.02,0.77,0.176,0.018,0.806
0.02,0.78,0.184,0.019,0.797
0.02,0.79,0.17,0.026,0.804
0.02,0.8,0.158,0.025,0.817
0.02,0.81,0.179,0.019,0.802
0.02,0.82,0.152,0.029,0.819
0.02,0.83,0.157,0.025,0.818
0.02,0.84,0.168,0.025,0.807
0.02,0.85,0.16,0.033,0.807
0.02,0.86,0.138,0.027,0.835
0.02,0.87,0.178,0.029,0.793
0.02,0.88,0.162,0.032,0.806
0.02,0.89,0.161,0.026,0.813
0.02,0.9,0.121,0.04,0.839
0.02,0.91,0.149,0.023,0.828
0.02,0.92,0.152,0.028,0.82
0.02,0.93,0.136,0.034,0.83
0.02,0.94,0.14,0.022,0.838
0.02,0.95,0.161,0.028,0.811
0.02,0.96,0.14,0.027,0.833
0.02,0.97,0.127,0.023,0.85
0.02,0.98,0.135,0.035,0.83
0.02,0.99,0.142,0.031,0.827
0.02,1.0,0.141,0.037,0.822
0.02,1.01,0.131,0.03,0.839
0.02,1.02,0.137,0.035,0.828
0.02,1.03,0.139,0.047,0.814
0.02,1.04,0.136,0.032,0.832
0.02,1.05,0.142,0.033,0.825
0.02,1.06,0.137,0.035,0.828
0.02,1.07,0.105,0.039,0.856
0.02,1.08,0.142,0.034,0.824
0.02,1.09,0.134,0.046,0.82
0.02,1.1,0.129,0.035,0.836
0.02,1.11,0.121,0.037,0.842
0.02,1.12,0.124,0.039,0.837
0.02,1.13,0.135,0.034,0.831
0.02,1.14,0.135,0.04,0.825
0.02,1.15,0.099,0.038,0.863
0.02,1.16,0.122,0.046,0.832
0.02,1.17,0.125,0.039,0.836
0.02,1.18,0.128,0.037,0.835
0.02,1.19,0.097,0.041,0.862
0.02,1.2,0.108,0.031,0.861
0.02,1.21,0.111,0.034,0.855
0.02,1.22,0.134,0.034,0.832
0.02,1.23,0.121,0.037,0.842
0.02,1.24,0.113,0.057,0.83
0.02,1.25,0.103,0.044,0.853
0.02,1.26,0.106,0.047,0.847
0.02,1.27,0.101,0.031,0.868
0.02,1.28,0.104,0.043,0.853
0.02,1.29,0.103,0.052,0.845
0.02,1.3,0.117,0.031,0.852
0.02,1.31,0.104,0.048,0.848
0.02,1.32,0.109,0.041,0.85
0.02,1.33,0.099,0.038,0.863
0.02,1.34,0.088,0.046,0.866
0.02,1.35,0.106,0.036,0.858
0.02,1.36,0.087,0.055,0.858
0.02,1.37,0.093,0.043,0.864
0.02,1.38,0.112,0.045,0.843
0.02,1.39,0.094,0.042,0.864
0.02,1.4,0.103,0.045,0.852
0.02,1.41,0.078,0.044,0.878
0.02,1.42,0.091,0.052,0.857
0.02,1.43,0.113,0.043,0.844
0.02,1.44,0.084,0.051,0.865
0.02,1.45,0.088,0.052,0.86
0.02,1.46,0.104,0.048,0.848
0.02,1.47,0.091,0.043,0.866
0.02,1.48,0.078,0.049,0.873
0.02,1.49,0.106,0.041,0.853
0.02,1.5,0.09,0.031,0.879
0.02,1.51,0.08,0.045,0.875
0.02,1.52,0.079,0.051,0.87
0.02,1.53,0.095,0.044,0.861
0.02,1.54,0.092,0.056,0.852
0.02,1.55,0.089,0.044,0.867
0.02,1.56,0.091,0.047,0.862
0.02,1.57,0.086,0.045,0.869
0.02,1.58,0.1,0.06,0.84
0.02,1.59,0.088,0.045,0.867
0.02,1.6,0.079,0.054,0.867
0.02,1.61,0.08,0.05,0.87
0.02,1.62,0.083,0.07,0.847
0.02,1.63,0.072,0.052,0.876
0.02,1.64,0.085,0.046,0.869
0.02,1.65,0.07,0.052,0.878
0.02,1.66,0.072,0.048,0.88
0.02,1.67,0.082,0.047,0.871
0.02,1.68,0.07,0.056,0.874
0.02,1.69,0.067,0.061,0.872
0.02,1.7,0.073,0.06,0.867
0.02,1.71,0.065,0.043,0.892
0.02,1.72,0.07,0.053,0.877
0.02,1.73,0.076,0.053,0.871
0.02,1.74,0.062,0.055,0.883
0.02,1.75,0.076,0.064,0.86
0.02,1.76,0.074,0.051,0.875
0.02,1.77,0.071,0.056,0.873
0.02,1.78,0.079,0.055,0.866
0.02,1.79,0.072,0.051,0.877
0.02,1.8,0.067,0.052,0.881
0.02,1.81,0.073,0.039,0.888
0.02,1.82,0.072,0.056,0.872
0.02,1.83,0.068,0.049,0.883
0.02,1.84,0.067,0.055,0.878
0.02,1.85,0.055,0.054,0.891
0.02,1.86,0.07,0.056,0.874
0.02,1.87,0.072,0.047,0.881
0.02,1.88,0.071,0.062,0.867
0.02,1.89,0.063,0.05,0.887
0.02,1.9,0.062,0.062,0.876
0.02,1.91,0.063,0.053,0.884
0.02,1.92,0.06,0.055,0.885
0.02,1.93,0.053,0.058,0.889
0.02,1.94,0.061,0.039,0.9
0.02,1.95,0.045,0.065,0.89
0.02,1.96,0.075,0.057,0.868
0.02,1.97,0.061,0.062,0.877
0.02,1.98,0.05,0.06,0.89
0.02,1.99,0.075,0.067,0.858
0.02,2.0,0.067,0.055,0.878
0.02,2.01,0.058,0.071,0.871
0.02,2.02,0.059,0.068,0.873
0.02,2.03,0.066,0.053,0.881
0.02,2.04,0.057,0.066,0.877
0.02,2.05,0.048,0.058,0.894
0.02,2.06,0.052,0.065,0.883
0.02,2.07,0.07,0.054,0.876
0.02,2.08,0.054,0.061,0.885
0.02,2.09,0.056,0.073,0.871
0.02,2.1,0.05,0.067,0.883
0.02,2.11,0.059,0.061,0.88
0.02,2.12,0.05,0.058,0.892
0.02,2.13,0.039,0.064,0.897
0.02,2.14,0.068,0.059,0.873
0.02,2.15,0.066,0.071,0.863
0.02,2.16,0.045,0.067,0.888
0.02,2.17,0.064,0.078,0.858
0.02,2.18,0.059,0.071,0.87
0.02,2.19,0.051,0.061,0.888
0.02,2.2,0.05,0.062,0.888
0.02,2.21,0.064,0.084,0.852
0.02,2.22,0.064,0.076,0.86
0.02,2.23,0.046,0.074,0.88
0.02,2.24,0.044,0.082,0.874
0.02,2.25,0.064,0.062,0.874
0.02,2.26,0.05,0.062,0.888
0.02,2.27,0.047,0.055,0.898
0.02,2.28,0.04,0.073,0.887
0.02,2.29,0.046,0.067,0.887
0.02,2.3,0.06,0.074,0.866
0.02,2.31,0.057,0.075,0.868
0.02,2.32,0.06,0.06,0.88
0.02,2.33,0.052,0.075,0.873
0.02,2.34,0.056,0.076,0.868
0.02,2.35,0.052,0.065,0.883
0.02,2.36,0.052,0.055,0.893
0.02,2.37,0.056,0.064,0.88
0.02,2.38,0.045,0.066,0.889
0.02,2.39,0.037,0.073,0.89
0.02,2.4,0.04,0.065,0.895
0.02,2.41,0.046,0.079,0.875
0.02,2.42,0.04,0.069,0.891
0.02,2.43,0.049,0.068,0.883
0.02,2.44,0.049,0.061,0.89
0.02,2.45,0.039,0.07,0.891
0.02,2.46,0.047,0.08,0.873
0.02,2.47,0.041,0.068,0.891
0.02,2.48,0.046,0.078,0.876
0.02,2.49,0.04,0.065,0.895
0.02,2.5,0.026,0.058,0.916
0.02,2.51,0.048,0.073,0.879
0.02,2.52,0.047,0.087,0.866
0.02,2.53,0.026,0.07,0.904
0.02,2.54,0.042,0.068,0.89
0.02,2.55,0.036,0.07,0.894
0.02,2.56,0.037,0.081,0.882
0.02,2.57,0.04,0.074,0.886
0.02,2.58,0.035,0.075,0.89
0.02,2.59,0.036,0.069,0.895
0.02,2.6,0.041,0.062,0.897
0.02,2.61,0.029,0.065,0.906
0.02,2.62,0.033,0.082,0.885
0.02,2.63,0.042,0.057,0.901
0.02,2.64,0.037,0.074,0.889
0.02,2.65,0.04,0.064,0.896
0.02,2.66,0.027,0.084,0.889
0.02,2.67,0.033,0.066,0.901
0.02,2.68,0.026,0.069,0.905
0.02,2.69,0.028,0.071,0.901
0.02,2.7,0.029,0.074,0.897
0.02,2.71,0.047,0.071,0.882
0.02,2.72,0.04,0.077,0.883
0.02,2.73,0.028,0.092,0.88
0.02,2.74,0.035,0.088,0.877
0.02,2.75,0.024,0.094,0.882
0.02,2.76,0.037,0.063,0.9
0.02,2.77,0.04,0.085,0.875
0.02,2.78,0.022,0.073,0.905
0.02,2.79,0.03,0.08,0.89
0.02,2.8,0.04,0.083,0.877
0.02,2.81,0.036,0.082,0.882
0.02,2.82,0.032,0.084,0.884
0.02,2.83,0.036,0.066,0.898
0.02,2.84,0.037,0.078,0.885
0.02,2.85,0.031,0.072,0.897
0.02,2.86,0.034,0.062,0.904
0.02,2.87,0.034,0.075,0.891
0.02,2.88,0.042,0.074,0.884
0.02,2.89,0.04,0.073,0.887
0.02,2.9,0.036,0.065,0.899
0.02,2.91,0.03,0.084,0.886
0.02,2.92,0.028,0.085,0.887
0.02,2.93,0.033,0.09,0.877
0.02,2.94,0.023,0.085,0.892
0.02,2.95,0.038,0.075,0.887
0.02,2.96,0.031,0.085,0.884
0.02,2.97,0.03,0.087,0.883
0.02,2.98,0.021,0.081,0.898
0.02,2.99,0.021,0.075,0.904
0.02,3.0,0.033,0.078,0.889
0.02,3.01,0.032,0.082,0.886
0.02,3.02,0.04,0.09,0.87
0.02,3.03,0.033,0.056,0.911
0.02,3.04,0.038,0.094,0.868
0.02,3.05,0.032,0.08,0.888
0.02,3.06,0.039,0.063,0.898
0.02,3.07,0.033,0.078,0.889
0.02,3.08,0.035,0.093,0.872
0.02,3.09,0.025,0.094,0.881
0.02,3.1,0.028,0.076,0.896
0.02,3.11,0.035,0.072,0.893
0.02,3.12,0.025,0.078,0.897
0.02,3.13,0.023,0.076,0.901
0.02,3.14,0.021,0.091,0.888
0.02,3.15,0.024,0.071,0.905
0.02,3.16,0.026,0.064,0.91
0.02,3.17,0.03,0.083,0.887
0.02,3.18,0.022,0.074,0.904
0.02,3.19,0.029,0.08,0.891
0.02,3.2,0.027,0.075,0.898
0.02,3.21,0.026,0.082,0.892
0.02,3.22,0.027,0.073,0.9
0.02,3.23,0.028,0.106,0.866
0.02,3.24,0.026,0.088,0.886
0.02,3.25,0.025,0.079,0.896
0.02,3.26,0.029,0.087,0.884
0.02,3.27,0.023,0.08,0.897
0.02,3.28,0.031,0.081,0.888
0.02,3.29,0.029,0.089,0.882
0.02,3.3,0.016,0.081,0.903
0.02,3.31,0.018,0.082,0.9
0.02,3.32,0.016,0.083,0.901
0.02,3.33,0.03,0.07,0.9
0.02,3.34,0.029,0.068,0.903
0.02,3.35,0.026,0.085,0.889
0.02,3.36,0.028,0.076,0.896
0.02,3.37,0.026,0.086,0.888
0.02,3.38,0.021,0.08,0.899
0.02,3.39,0.014,0.08,0.906
0.02,3.4,0.017,0.092,0.891
0.02,3.41,0.028,0.091,0.881
0.02,3.42,0.025,0.087,0.888
0.02,3.43,0.029,0.068,0.903
0.02,3.44,0.026,0.077,0.897
0.02,3.45,0.019,0.08,0.901
0.02,3.46,0.016,0.081,0.903
0.02,3.47,0.022,0.085,0.893
0.02,3.48,0.024,0.07,0.906
0.02,3.49,0.023,0.084,0.893
0.02,3.5,0.023,0.101,0.876
0.02,3.51,0.015,0.068,0.917
0.02,3.52,0.019,0.093,0.888
0.02,3.53,0.03,0.088,0.882
0.02,3.54,0.014,0.091,0.895
0.02,3.55,0.018,0.074,0.908
0.02,3.56,0.023,0.077,0.9
0.02,3.57,0.025,0.09,0.885
0.02,3.58,0.024,0.088,0.888
0.02,3.59,0.021,0.1,0.879
0.02,3.6,0.015,0.075,0.91
0.02,3.61,0.016,0.085,0.899
0.02,3.62,0.01,0.088,0.902
0.02,3.63,0.008,0.088,0.904
0.02,3.64,0.021,0.078,0.901
0.02,3.65,0.021,0.077,0.902
0.02,3.66,0.018,0.078,0.904
0.02,3.67,0.02,0.099,0.881
0.02,3.68,0.017,0.085,0.898
0.02,3.69,0.016,0.085,0.899
0.02,3.7,0.021,0.086,0.893
0.02,3.71,0.022,0.076,0.902
0.02,3.72,0.02,0.075,0.905
0.02,3.73,0.024,0.085,0.891
0.02,3.74,0.011,0.083,0.906
0.02,3.75,0.019,0.091,0.89
0.02,3.76,0.019,0.077,0.904
0.02,3.77,0.019,0.095,0.886
0.02,3.78,0.011,0.078,0.911
0.02,3.79,0.022,0.074,0.904
0.02,3.8,0.014,0.08,0.906
0.02,3.81,0.017,0.08,0.903
0.02,3.82,0.016,0.068,0.916
0.02,3.83,0.022,0.091,0.887
0.02,3.84,0.023,0.065,0.912
0.02,3.85,0.011,0.102,0.887
0.02,3.86,0.012,0.092,0.896
0.02,3.87,0.017,0.079,0.904
0.02,3.88,0.023,0.087,0.89
0.02,3.89,0.016,0.108,0.876
0.02,3.9,0.022,0.094,0.884
0.02,3.91,0.022,0.077,0.901
0.02,3.92,0.012,0.087,0.901
0.02,3.93,0.015,0.085,0.9
0.02,3.94,0.012,0.098,0.89
0.02,3.95,0.02,0.092,0.888
0.02,3.96,0.01,0.102,0.888
